y_pred	y_true
1.2347640991210938	1.4143679578193855
1.095794916152954	2.153449090369401
0.8701907396316528	1.6444147585827928
5.544027805328369	5.736790529014549
2.554157257080078	3.2995024622792988
4.270247936248779	5.3776155754271295
2.136878252029419	2.272533748378716
5.524961948394775	4.006250925243713
4.967953205108643	4.781956718793409
0.1712713986635208	0.4274275842146522
-0.04661981388926506	-0.1782875580888153
0.7871218323707581	0.3842097760850063
3.520777702331543	3.9052253238229415
2.6474416255950928	1.3191027718831787
2.6896140575408936	2.5992079840200857
4.739541053771973	3.742173438451867
6.679842472076416	6.581400549447988
-2.268712043762207	-1.1987937282005874
3.8619608879089355	3.196889820073608
0.35433444380760193	0.918825318582856
-1.7937391996383667	-1.7284023276938945
3.581989288330078	3.6652474402029513
-0.2952159643173218	-0.3422000975967651
3.8614799976348877	4.477340214960573
5.402053356170654	5.310504588345994
4.978073596954346	4.873532148578061
1.6492674350738525	1.9952380956475115
3.199246644973755	3.76723187165578
5.675384044647217	5.6445710422380095
1.8345071077346802	1.7453042020713392
0.9379003643989563	0.5460174397038984
3.0177109241485596	3.3406698155753425
2.6484949588775635	2.91901435417462
-0.22430655360221863	0.82055064155633
2.7485463619232178	2.9020365445130034
3.7210497856140137	2.8505771228752663
0.26586049795150757	0.1316277227282707
3.985771656036377	2.46122705281841
-4.597594261169434	-3.602157789864531
3.5722439289093018	5.109974811905161
3.2438900470733643	3.0345198600009384
4.692259788513184	3.107391678545866
3.486478328704834	4.031467281401619
-3.7636220455169678	-3.7445681701539937
3.53230881690979	1.02154705265641
-3.4930036067962646	-2.921663425635652
2.6704766750335693	2.322815619519921
4.144486904144287	4.717497604095708
-5.644573211669922	-5.7359152020082265
2.5715768337249756	2.3210882750833783
1.1685477495193481	1.241703171250809
5.023530006408691	5.689316855317194
4.043247222900391	4.492794325602543
2.2007477283477783	2.513782247450449
2.2552430629730225	3.466815914147382
3.2984187602996826	3.4748853613186803
-4.874868392944336	-4.95659435098311
3.6650331020355225	4.530059987458598
0.7599740028381348	0.8716591288782157
1.8732671737670898	1.3296938556303932
-2.2003378868103027	-2.9062700887914734
3.3306455612182617	3.391610389169616
4.61219596862793	4.438470205311476
3.0720407962799072	4.441658923401394
5.851241588592529	4.439949263341233
2.392886161804199	3.128174557739952
-2.0731379985809326	-2.1833225316111777
0.697550356388092	0.611045900877559
3.3468844890594482	2.440124343703789
2.726276159286499	2.7133718380486505
5.593013763427734	6.013773744842637
1.177143931388855	2.1904586982746275
2.203864097595215	2.965182620091566
4.855950832366943	5.693017141503972
2.515934467315674	2.369017789012121
5.24522066116333	5.1342939121146
-0.20327533781528473	-0.0128445950733507
-0.2510093152523041	-0.4876965661405712
2.5251340866088867	2.886914809141407
-3.8778834342956543	-4.669912052420114
6.306923866271973	6.835648523563174
-4.644318580627441	-3.701627264351416
-1.2810651063919067	0.8613250321837785
3.0694315433502197	6.238862641457004
5.006965160369873	3.7312326387375134
4.286587715148926	4.1560842752248455
-4.121533393859863	-3.638721895001276
6.893459320068359	6.13395200876503
0.4057641923427582	0.1541901956048398
3.7284722328186035	4.510146960550385
3.0035388469696045	3.3678086892576067
5.020538806915283	5.366674980572941
1.9204843044281006	1.9868786408037848
-1.3620319366455078	-1.6480720587244966
1.9173732995986938	1.7409711716817318
6.256123065948486	6.770986030980804
2.0007004737854004	0.4998421259201847
4.445155143737793	5.92718668442813
6.743915557861328	6.94703480316834
1.207675576210022	1.5314893339444169
2.8361012935638428	2.6717113968841724
2.725375175476074	0.2668015644851115
1.304653525352478	1.1957724552443176
3.305630683898926	5.602726591358831
-2.951842784881592	-4.082233815415496
-2.975238561630249	-2.96300763947232
-6.082461833953857	-6.31549871969886
-0.15300382673740387	0.2442717438703032
3.4577159881591797	2.8880719003717985
2.3497939109802246	3.350051970713628
3.5233569145202637	4.1762831631224335
2.329843759536743	2.7363614287206324
2.712902069091797	2.9375231134037434
4.523321151733398	4.719939832524768
-2.871816635131836	-3.6119694776643736
4.405013561248779	4.936889533103866
4.330429553985596	3.760258092434484
-3.1434574127197266	-3.7989660764238207
4.609282970428467	2.017941543648124
2.9137682914733887	2.840123866428605
4.312854290008545	2.673623435172888
0.9213762879371643	0.072159190723742
2.793287754058838	2.447082718203556
4.86087703704834	4.938734449625303
5.271388530731201	5.738522973936489
1.68416166305542	1.0924688935800932
2.7903482913970947	3.730907936057047
2.946864366531372	3.858807620052569
4.87842321395874	5.758144596536789
1.4429513216018677	1.784896922936954
2.969146728515625	2.5604059467230345
3.0518436431884766	3.1748418857206846
1.3381973505020142	0.9095746782712616
1.8929731845855713	3.399854110483011
4.21307897567749	5.734283966906913
2.227033853530884	2.5898593884009413
2.4088706970214844	2.628277392896861
6.44927453994751	6.442264631801361
3.111097574234009	2.034937916338025
4.953887462615967	5.462199492886376
6.586257457733154	6.855897268817621
-5.787939548492432	-6.158207881342657
4.8238372802734375	4.106917142050468
1.0742110013961792	1.3199281075348694
0.23865395784378052	-0.2015040016963128
3.7842793464660645	3.9689391972675456
0.7409774661064148	2.535077598307349
3.4555599689483643	2.5748610667552407
4.63698148727417	5.37825366283695
4.611279487609863	3.526783420509551
1.3810808658599854	1.8676648421516784
-4.477695941925049	-4.249766061950486
4.5432634353637695	4.617157092054055
4.375267028808594	2.502370725777453
-4.23756217956543	-5.328429405229548
4.6075849533081055	4.93491944802859
-2.6054115295410156	-1.5957126243983586
1.5074774026870728	1.0151518950646716
-0.6875746250152588	-0.8078572306424222
4.284116744995117	4.252202224052028
5.674691200256348	4.6809649778419455
0.890478253364563	0.7103591415422695
1.5712884664535522	2.5988416263340084
-4.103412628173828	-4.022298920738285
2.114759683609009	2.24135279811206
3.8469741344451904	3.9232506732045977
3.233334541320801	3.112399090686041
4.41386604309082	4.058796133302984
6.497299671173096	5.897747769383631
3.3408827781677246	1.347497333275028
2.2684171199798584	2.5889909013372243
2.1259021759033203	2.183758803672625
6.833724498748779	6.281983034144882
3.5550122261047363	3.6298432328335295
3.0051403045654297	3.939762731548045
-1.6322294473648071	-1.0985776048999631
0.9847767949104309	2.4704696334374963
2.652373790740967	1.0258277465174075
0.4408705234527588	0.4963524757939354
3.8306283950805664	4.169051473851229
-3.294530153274536	-3.0832409516935253
-0.2264169156551361	-1.1155596612623269
